ID,COUNT
0,0
1,2975956532
2,255104538
3,1
4,0
5,223055252
6,653393102
7,0
8,495625484
9,0
10,381538042
11,568739648
12,810025015
13,751738519
14,787895081
15,495051836
16,673218354
17,72433367
18,2408903890
19,208617753
