ID,COUNT
0,0
1,42977155
2,3050388
3,0
4,0
5,1171218
6,2232012
7,0
8,17764979
9,0
10,67340832
11,371544
12,835232
13,32004
14,15559185
15,41398
16,1709520
17,112758
18,6139579
19,55
