ID,COUNT
0,0
1,2656885527
2,267527073
3,1
4,0
5,222600062
6,631127300
7,0
8,585998755
9,0
10,576963594
11,600686833
12,788852530
13,731489329
14,792439820
15,500976019
16,680173541
17,71615576
18,2463840984
19,204148705
