ID,COUNT
0,0
1,24234698
2,1364981
3,0
4,0
5,590101
6,1392165
7,0
8,6318439
9,0
10,41697984
11,190968
12,275043
13,75010
14,8229285
15,144739
16,3136458
17,188276
18,2400140
19,31
