ID,COUNT
0,0
1,80929583
2,15442641
3,0
4,0
5,6285871
6,9491840
7,0
8,4519274
9,0
10,4089582
11,1271791
12,4227503
13,946653
14,12418551
15,543065
16,24609023
17,518189
18,1308205
19,5318745
